obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""364.9893""","=""0.0005""","=""364.98947+""","=""350""","=""7.2e+06""","=""1.45e-02""","=""1.74e+00""","=""-0.84""",B+,"=""1.6266243""","=""5.0235497""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""367.6075""","=""0.0005""","=""367.60751+""","=""190""","=""4.5e+06""","=""9.1e-03""","=""1.10e+00""","=""-1.04""",B+,"=""1.6266243""","=""4.9993573""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""369.1554""","=""0.0005""","=""369.15504+""","=""60""","=""6.5e+05""","=""1.32e-03""","=""1.60e-01""","=""-1.88""",C+,"=""1.6266243""","=""4.9852185""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.(3F<3>).6s2.6p<3/2>""","=""(3,3/2)*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""371.8972""","=""0.0005""","=""371.89756+""","=""77000""","=""1.44e+08""","=""3.74e-01""","=""3.66e+01""","=""0.475""",B+,"=""0.0000000""","=""3.3338266""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""374.5128""","=""0.0005""","=""374.51325+""","=""50000""","=""9.9e+07""","=""2.08e-01""","=""2.05e+01""","=""0.222""",B+,"=""0.0000000""","=""3.3105424""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""375.2872""","=""0.0005""","=""375.28784+""","=""17000""","=""1.74e+07""","=""4.6e-02""","=""4.5e+00""","=""-0.43""",B,"=""0.0000000""","=""3.3037095""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""376.0888""","=""0.0005""","=""376.08932+""","=""190""","=""3.34e+06""","=""8.5e-03""","=""1.05e+00""","=""-1.07""",B+,"=""1.6266243""","=""4.9232932""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""376.9136""","=""0.0005""","=""376.91375+""","=""200""","=""6.1e+06""","=""1.29e-02""","=""1.92e+00""","=""-0.81""",B,"=""1.9326423""","=""5.2221004""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""378.2222""","=""0.0005""","=""378.22211+""","=""850""","=""8.1e+05""","=""1.73e-03""","=""1.72e-01""","=""-1.86""",B+,"=""0.0000000""","=""3.2780791""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""379.2384""","=""0.0005""","=""379.23857+""","=""340""","=""4.4e+06""","=""9.e-03""","=""1.2e+00""","=""-1.03""",D,"=""1.6266243""","=""4.8959173""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T2890n""","=""L2006""",
"=""379.9619""","=""0.0005""","=""379.9619+""","=""7700""","=""1.23e+08""","=""1.78e-01""","=""1.33e+01""","=""0.028""",B+,"=""1.0874955""","=""4.350565""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""""","=""3/2""",6,4,,"=""T6708""","=""L2006,L3475""",
"=""380.3153""","=""0.0005""","=""380.31594+""","=""700""","=""2.08e+07""","=""3.76e-02""","=""5.7e+00""","=""-0.35""",B+,"=""1.9326423""","=""5.1926738""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006,L3475""",
"=""380.4224""","=""0.0005""","=""380.42257+""","=""130""","=""4.3e+06""","=""9.4e-03""","=""1.41e+00""","=""-0.95""",C+,"=""1.9326423""","=""5.1917601""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""380.8800""","=""0.0005""","=""380.8802+""","=""6000""","=""4.8e+07""","=""1.05e-01""","=""7.9e+00""","=""-0.20""",B+,"=""1.0874955""","=""4.342698""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
"=""382.7472""","=""0.0005""","=""382.74718+""","=""2900""","=""2.94e+06""","=""4.84e-03""","=""4.88e-01""","=""-1.412""",B+,"=""0.0000000""","=""3.2393236""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""382.7753""","=""0.0005""","=""382.77550+""","=""120""","=""1.08e+06""","=""2.4e-03""","=""3.0e-01""","=""-1.62""",C,"=""1.6266243""","=""4.8657083""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""383.1354""","=""0.0005""","=""383.13552+""","=""120""","=""1.05e+06""","=""2.3e-03""","=""2.9e-01""","=""-1.64""",C+,"=""1.6266243""","=""4.8626646""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""383.1481""","=""0.0005""","=""383.14774+""","=""120""","=""1.6e+06""","=""3.6e-03""","=""5.5e-01""","=""-1.36""",C,"=""1.9326423""","=""5.1685794""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""384.1958""","=""0.0005""","=""384.1962+""","=""2900""","=""4.04e+07""","=""1.01e-01""","=""2.04e+01""","=""0.207""",B+,"=""1.8933629""","=""5.120469""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""""","=""*""","=""17/2""",16,18,,"=""T6708""","=""L2006,L3475""",
"=""384.8927""","=""0.0005""","=""384.89217+""","=""79""","=""1.67e+06""","=""3.7e-03""","=""5.6e-01""","=""-1.35""",C+,"=""1.9326423""","=""5.1539133""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""386.4176""","=""0.0005""","=""386.4175+""","=""120""","=""3.3e+06""","=""8.e-03""","=""1.7e+00""","=""-0.88""",D+,"=""2.3176458""","=""5.526201""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""17/2""",16,18,,"=""T6708""","=""L2006""",
"=""388.2349""","=""0.0005""","=""388.23491+""","=""170""","=""1.97e+06""","=""5.3e-03""","=""6.8e-01""","=""-1.27""",B,"=""1.6266243""","=""4.8201598""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""388.4232""","=""0.0005""","=""388.42317+""","=""68000""","=""1.06e+08""","=""1.80e-01""","=""1.84e+01""","=""0.158""",B+,"=""0.0000000""","=""3.1919877""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""388.8450""","=""0.0005""","=""388.84487+""","=""54000""","=""3.72e+07""","=""8.4e-02""","=""8.6e+00""","=""-0.171""",B+,"=""0.0000000""","=""3.1885261""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""389.7721""","=""0.0005""","=""389.77208+""","=""4400""","=""2.95e+06""","=""5.0e-03""","=""5.2e-01""","=""-1.394""",B+,"=""0.0000000""","=""3.1809410""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<0>)""","=""(5/2,0)""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""391.7586""","=""0.0005""","=""391.7585+""","=""35000""","=""1.98e+08""","=""6.1e-01""","=""4.70e+01""","=""0.562""",B+,"=""1.0874955""","=""4.252307""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""(5/2,1)""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""391.8253""","=""0.0005""","=""391.82569+""","=""130""","=""5.8e+06""","=""1.11e-02""","=""1.71e+00""","=""-0.88""",B,"=""1.9326423""","=""5.0969115""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""392.2556""","=""0.0005""","=""392.25573+""","=""200""","=""3.1e+06""","=""7.3e-03""","=""1.13e+00""","=""-1.06""",B,"=""1.9326423""","=""5.0934425""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""393.8397""","=""0.0005""","=""393.83993+""","=""330""","=""9.0e+06""","=""2.10e-02""","=""2.18e+00""","=""-0.78""",B+,"=""2.0757728""","=""5.2238588""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""394.0204""","=""0.0005""","=""394.02025+""","=""240""","=""1.48e+06""","=""3.4e-03""","=""4.5e-01""","=""-1.46""",B,"=""1.6266243""","=""4.7732696""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""395.0388""","=""0.0005""","=""395.0390+""","=""15000""","=""1.37e+08""","=""3.21e-01""","=""2.50e+01""","=""0.285""",B+,"=""1.0874955""","=""4.226026""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""(5/2,1)""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
"=""395.7612""","=""0.0005""","=""395.76110+""","=""62""","=""7.7e+05""","=""1.50e-03""","=""2.35e-01""","=""-1.74""",B,"=""1.9326423""","=""5.0654463""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""397.7804""","=""0.0005""","=""397.78035+""","=""950""","=""1.12e+07""","=""3.33e-02""","=""3.49e+00""","=""-0.57""",B+,"=""2.0757728""","=""5.1926738""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""401.1258""","=""0.0005""","=""401.12556+""","=""85""","=""7.2e+05""","=""1.44e-03""","=""2.3e-01""","=""-1.76""",C+,"=""1.9326423""","=""5.0235497""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""402.3732""","=""0.0005""","=""402.3734+""","=""250""","=""4.5e+05""","=""1.47e-03""","=""1.17e-01""","=""-2.06""",C+,"=""1.0874955""","=""4.168817""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<2>).5d<5/2>.6s2""","=""""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""402.5367""","=""0.0005""","=""402.5367+""","=""2200""","=""1.78e+07""","=""4.3e-02""","=""1.03e+01""","=""-0.11""",B+,"=""2.0403972""","=""5.120469""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""17/2""","=""""","=""*""","=""17/2""",18,18,,"=""T6708""","=""L2006,L3475""",
"=""402.6753""","=""0.0005""","=""402.67523+""","=""570""","=""1.25e+07""","=""3.80e-02""","=""4.03e+00""","=""-0.52""",B+,"=""2.0757728""","=""5.1547851""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""402.7508""","=""0.0005""","=""402.75090+""","=""230""","=""6.4e+06""","=""1.9e-02""","=""2.1e+00""","=""-0.81""",C+,"=""2.1024008""","=""5.1808346""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""403.5034""","=""0.0005""","=""403.5030+""","=""56""","=""1.5e+06""","=""3.7e-03""","=""3.9e-01""","=""-1.53""",C+,"=""2.0757728""","=""5.148469""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""404.2904""","=""0.0005""","=""404.28992+""","=""81""","=""7.3e+05""","=""1.48e-03""","=""2.4e-01""","=""-1.75""",C+,"=""1.9326423""","=""4.9993573""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""404.5617""","=""0.0005""","=""404.5616+""","=""3800""","=""2.63e+07""","=""4.30e-02""","=""3.44e+00""","=""-0.588""",B+,"=""1.0874955""","=""4.152151""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<2>).5d<5/2>.6s2""","=""(5/2,2)""","=""3/2""",6,4,,"=""T6708""","=""L2006,L3475""",
"=""405.6955""","=""0.0005""","=""405.69512+""","=""800""","=""7.5e+06""","=""1.85e-02""","=""2.48e+00""","=""-0.73""",B+,"=""1.6266243""","=""4.6827173""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
"=""406.1625""","=""0.0005""","=""406.16249+""","=""79""","=""5.2e+05""","=""1.07e-03""","=""1.7e-01""","=""-1.89""",C+,"=""1.9326423""","=""4.9852185""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.(3F<3>).6s2.6p<3/2>""","=""(3,3/2)*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""406.1884""","=""0.0005""","=""406.18803+""","=""82""","=""1.6e+06""","=""5.0e-03""","=""5.4e-01""","=""-1.40""",C,"=""2.1024008""","=""5.1547851""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""407.5261""","=""0.0005""","=""407.52589+""","=""120""","=""1.13e+06""","=""3.4e-03""","=""4.5e-01""","=""-1.47""",B,"=""1.6266243""","=""4.6689880""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""407.8372""","=""0.0005""","=""407.83693+""","=""270""","=""9.5e+06""","=""1.89e-02""","=""2.54e+00""","=""-0.72""",B+,"=""2.1838154""","=""5.2238588""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""409.5343""","=""0.0005""","=""409.53365+""","=""100000""","=""9.8e+07""","=""1.85e-01""","=""1.99e+01""","=""0.169""",B+,"=""0.0000000""","=""3.0274484""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""(7/2,1)""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""410.1374""","=""0.0005""","=""410.13700+""","=""21""","=""8.8e+05""","=""2.8e-03""","=""3.0e-01""","=""-1.65""",C+,"=""2.0757728""","=""5.0987676""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""410.1615""","=""0.0005""","=""410.16169+""","=""27""","=""1.4e+06""","=""4.7e-03""","=""3.8e-01""","=""-1.55""",C,"=""2.2010461""","=""5.2238588""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",6,8,,"=""T6708""","=""L2006""",
"=""410.3885""","=""0.0005""","=""410.38896+""","=""150""","=""2.6e+06""","=""8.1e-03""","=""8.8e-01""","=""-1.19""",B,"=""2.0757728""","=""5.0969115""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""410.7000""","=""0.0005""","=""410.69968+""","=""95000""","=""6.4e+07""","=""2.01e-01""","=""2.17e+01""","=""0.206""",B+,"=""0.0000000""","=""3.0188531""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""(5,3/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""410.9089""","=""0.0005""","=""410.90881+""","=""700""","=""1.43e+07""","=""4.5e-02""","=""4.9e+00""","=""-0.44""",B+,"=""2.0757728""","=""5.0930895""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""412.0637""","=""0.0005""","=""412.06391+""","=""130""","=""1.8e+06""","=""4.6e-03""","=""6.3e-01""","=""-1.33""",C,"=""2.1838154""","=""5.1926738""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""412.6640""","=""0.0005""","=""412.66430+""","=""200""","=""3.0e+06""","=""9.5e-03""","=""1.03e+00""","=""-1.12""",C+,"=""2.1503043""","=""5.1547851""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""413.9501""","=""0.0005""","=""413.9498+""","=""4000""","=""7.9e+07""","=""1.35e-01""","=""1.10e+01""","=""-0.092""",B+,"=""1.0874955""","=""4.082646""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""(3,5/2)""","=""3/2""",6,4,,"=""T6708""","=""L2006""",
"=""413.9554""","=""0.0005""","=""413.95581+""","=""900""","=""1.65e+07""","=""5.1e-02""","=""6.9e+00""","=""-0.293""",B+,"=""1.6266243""","=""4.6217314""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""414.5722""","=""0.0005""","=""414.57261+""","=""12""","=""1.7e+05""","=""4.5e-04""","=""7.4e-02""","=""-2.27""",C,"=""1.9326423""","=""4.9232932""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""414.7079""","=""0.0005""","=""414.70816+""","=""98""","=""1.61e+06""","=""5.2e-03""","=""5.7e-01""","=""-1.38""",B+,"=""2.0757728""","=""5.0654463""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""415.0314""","=""0.0005""","=""""","=""1200""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""415.3903""","=""0.0005""","=""415.39029+""","=""50""","=""7.4e+05""","=""2.3e-03""","=""3.2e-01""","=""-1.64""",C+,"=""2.1838154""","=""5.1685794""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""415.9773""","=""0.0005""","=""415.9772+""","=""1200""","=""4.e+06""","=""1.3e-02""","=""1.1e+00""","=""-1.1""",E,"=""1.0874955""","=""4.068048""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""(3,5/2)""","=""7/2""",6,8,,"=""T3338n""","=""L2006,L3475""",
"=""418.2080""","=""0.0005""","=""418.2081+""","=""98""","=""2.4e+06""","=""5.0e-03""","=""6.9e-01""","=""-1.30""",C+,"=""2.1838154""","=""5.148469""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""418.8795""","=""0.0005""","=""418.87963+""","=""88000""","=""6.4e+07""","=""1.68e-01""","=""1.86e+01""","=""0.129""",B+,"=""0.0000000""","=""2.9599004""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<4>).5d<5/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""419.2156""","=""0.0005""","=""419.21576+""","=""240""","=""2.0e+06""","=""5.3e-03""","=""5.9e-01""","=""-1.37""",C,"=""2.0757728""","=""5.0333000""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""420.4911""","=""0.0005""","=""420.49142+""","=""60000""","=""2.43e+07""","=""8.1e-02""","=""8.9e+00""","=""-0.191""",B+,"=""0.0000000""","=""2.9485548""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<4>).5d<5/2>.6s2""","=""(4,5/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""421.3166""","=""0.0010""","=""421.3158+""","=""47h""","=""1.71e+06""","=""5.7e-03""","=""6.3e-01""","=""-1.34""",C+,"=""2.1503043""","=""5.0930895""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""422.3860""","=""0.0005""","=""422.3862+""","=""3800""","=""1.57e+07""","=""5.6e-02""","=""4.7e+00""","=""-0.47""",B+,"=""1.0874955""","=""4.022824""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<2>).5d<3/2>.6s2""","=""""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""423.0249""","=""0.0005""","=""423.0244+""","=""93""","=""1.0e+06""","=""2.8e-03""","=""3.1e-01""","=""-1.65""",D+,"=""2.1024008""","=""5.0333000""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""424.0826""","=""0.0005""","=""424.0828+""","=""14""","=""2.6e+05""","=""9.e-04""","=""1.0e-01""","=""-2.16""",D+,"=""2.0757728""","=""4.9993573""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""424.2722""","=""0.0010""","=""424.2725+""","=""66h""","=""4.5e+05""","=""1.4e-03""","=""2.3e-01""","=""-1.77""",D+,"=""1.9326423""","=""4.854920""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""424.4365""","=""0.0005""","=""424.4364+""","=""46""","=""7.6e+05""","=""2.6e-03""","=""2.9e-01""","=""-1.69""",C+,"=""2.1024008""","=""5.0235497""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""425.3388""","=""0.0005""","=""425.3387+""","=""70""","=""8.6e+05""","=""2.3e-03""","=""3.3e-01""","=""-1.63""",C+,"=""2.1838154""","=""5.0987676""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""426.1686""","=""0.0010""","=""426.1688+""","=""690h""","=""6.2e+06""","=""1.70e-02""","=""2.38e+00""","=""-0.77""",B+,"=""2.1838154""","=""5.0930895""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""427.2918""","=""0.0005""","=""427.2911+""","=""2700""","=""8.8e+06""","=""2.41e-02""","=""2.03e+00""","=""-0.840""",B+,"=""1.0874955""","=""3.989128""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""(3,5/2)""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
