obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""215.554""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""215.6368""","=""215.6379""","=""0.0019""","=""20""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.161960""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""215.737""","=""215.7387""","=""0.0019""","=""2""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.345806""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""215.836""","=""215.8370""","=""0.0019""","=""10""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""6.925673""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""215.863""","=""215.8636""","=""0.0019""","=""6""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.251528""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""216.021""","=""216.0218""","=""0.0019""","=""12""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.739431""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""216.3495""","=""216.3500""","=""0.0019""","=""6""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""7.438940""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""216.3683""","=""216.3701""","=""0.0019""","=""15""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.501290""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""216.4474""","=""216.4472""","=""0.0019""","=""8""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.094064""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""216.488""","=""216.4890""","=""0.0019""","=""15""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.139358""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""216.5019""","=""216.5027""","=""0.0019""","=""25r""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.138996""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""216.5214""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""216.5608""","=""216.5619""","=""0.0019""","=""25r""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.496214""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""216.6366""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""216.6620""","=""216.6636""","=""0.0019""","=""12""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.230320""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""216.6845""","=""216.6864""","=""0.0019""","=""2""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.928917""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""216.8334""","=""216.8343""","=""0.0019""","=""25""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.130238""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""216.8486""","=""216.8497""","=""0.0019""","=""5""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""7.367389""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""216.8970""","=""216.8980""","=""0.0019""","=""25""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.716244""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""216.9536""","=""216.9556""","=""0.0019""","=""10""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.127039""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""217.0155""","=""217.0164""","=""0.0019""","=""100r""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.311970""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""217.0341""","=""217.0351""","=""0.0019""","=""4""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""7.629430""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""217.0441""","=""217.0448""","=""0.0019""","=""2""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.367389""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""217.0877""","=""217.0887""","=""0.0019""","=""40""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.310067""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""217.1313""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""217.1767""","=""""","=""""","=""4w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""217.182""","=""217.1834""","=""0.0019""","=""1""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.216624""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""217.219""","=""217.2191""","=""0.0019""","=""3""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.478893""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""217.3665""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""217.5302""","=""217.5311""","=""0.0019""","=""60""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.298452""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""217.576""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""217.6524""","=""217.6533""","=""0.0019""","=""80r""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.108721""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""217.7240""","=""217.7244""","=""0.0019""","=""6""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.202438""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""217.7620""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""217.8442""","=""217.8442""","=""0.0019""","=""30""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""7.341287""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""217.9156""","=""217.9176""","=""0.0019""","=""80r""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.288342""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""217.9568""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""218.0447""","=""218.0466""","=""0.0019""","=""100r""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.457232""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""218.0709""","=""218.0724""","=""0.0019""","=""4""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""6.866788""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""218.1461""","=""218.1479""","=""0.0019""","=""40""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.454590""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""218.217""","=""218.2148""","=""0.0019""","=""15""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.094064""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""218.2286""","=""218.2303""","=""0.0019""","=""2""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.336357""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""218.2629""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""218.358""","=""218.3599""","=""0.0019""","=""150r""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.449073""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""218.415""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""218.4888""","=""""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""218.524""","=""218.5276""","=""0.0019""","=""6""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.673616""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""218.5940""","=""218.5954""","=""0.0019""","=""40""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.084170""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""218.6984""","=""218.6997""","=""0.0019""","=""8""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.035065""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""218.7058""","=""218.7074""","=""0.0019""","=""25""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""7.706176""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""218.838""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""218.917""","=""218.9190""","=""0.0019""","=""10""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""7.772259""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""218.954""","=""218.9551""","=""0.0019""","=""5""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.530974""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""218.973""","=""218.9741""","=""0.0019""","=""15""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.869138""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""218.987""","=""218.9883""","=""0.0019""","=""30""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.260525""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""219.096""","=""219.0979""","=""0.0019""","=""1""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.166740""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""219.120""","=""219.1216""","=""0.0019""","=""40""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.429337""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""219.1910""","=""219.1924""","=""0.0019""","=""4""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""7.364629""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""219.2131""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""219.249""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""219.305""","=""""","=""""","=""60""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""219.3300""","=""""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""219.3701""","=""219.3692""","=""0.0019""","=""50""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.858941""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""219.4393""","=""219.4402""","=""0.0019""","=""30""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.157913""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""219.547""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""219.7040""","=""219.7053""","=""0.0019""","=""4""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""7.751991""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""219.7766""","=""219.7786""","=""0.0019""","=""80""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.296334""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""219.9054""","=""219.9069""","=""0.0019""","=""150""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.236874""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""219.9602""","=""219.9614""","=""0.0019""","=""200r""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.048949""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""219.9853""","=""219.9862""","=""0.0019""","=""40""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.143890""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""219.9987""","=""219.9995""","=""0.0019""","=""50""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.234501""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""220.057""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""220.1003""","=""220.1006""","=""0.0009""","=""25""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""7.341287""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""220.1219""","=""220.1225""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.287518""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""220.2191""","=""220.2201""","=""0.0009""","=""60""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.837102""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""220.3543""","=""220.3556""","=""0.0009""","=""50""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.397649""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""220.3876""","=""220.3851""","=""0.0009""","=""40*""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""5.991711""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""220.3876""","=""220.3905""","=""0.0009""","=""40*""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.625659""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""220.4206""","=""220.4219""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""5.990773""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""220.4780""","=""220.4795""","=""0.0009""","=""50""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.222234""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""220.5298""","=""220.5320""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.490484""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""220.6056""","=""""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""220.7144""","=""220.7157""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.272382""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""220.7716""","=""220.7723""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.270942""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""220.7848""","=""220.7847""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""5.981530""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""220.8061""","=""220.8075""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""7.264906""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""220.8230""","=""""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""220.9003""","=""""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""220.9071""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""220.9753""","=""220.9764""","=""0.0009""","=""35""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.381844""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""221.0111""","=""221.0098""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.264906""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""221.1434""","=""221.1447""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""5.972387""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""221.2333""","=""""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""221.2859""","=""221.2861""","=""0.0009""","=""75""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.110781""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""221.3296""","=""""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""221.4150""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""221.4386""","=""221.4386""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.467467""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""221.5030""","=""221.5036""","=""0.0009""","=""50""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""7.706176""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""221.5398""","=""221.5381""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.251528""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""221.5520""","=""221.5519""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.803260""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""221.6044""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""221.7104""","=""221.7089""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""7.629430""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
