obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""263.0633""","=""""","=""263.06332+""","=""440""","=""7.7e+07""","=""1.13e-01""","=""4.9e+00""","=""-0.25""",B,"=""1.4201599""","=""6.1332532""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""263.2287""","=""""","=""263.22865+""","=""65""","=""2.54e+07""","=""7.9e-02""","=""6.9e-01""","=""-1.10""",B,"=""1.3596041""","=""6.0697372""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""26*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""263.9091""","=""""","=""263.90911+""","=""250""","=""7.6e+07""","=""7.9e-02""","=""3.4e+00""","=""-0.40""",B,"=""1.4201599""","=""6.1181486""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""264.1771""","=""""","=""264.17709+""","=""410""","=""1.20e+08""","=""9.0e-02""","=""5.5e+00""","=""-0.20""",B,"=""1.4702664""","=""6.1634893""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4P).5p""","=""w 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""264.5150""","=""""","=""264.51497+""","=""154""","=""1.96e+07""","=""2.9e-02""","=""1.25e+00""","=""-0.84""",B,"=""1.4201599""","=""6.1073880""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""28*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""265.0247""","=""""","=""265.02471+""","=""640""","=""9.8e+07""","=""1.33e-01""","=""8.1e+00""","=""-0.03""",B,"=""1.4702664""","=""6.1484791""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""265.5810""","=""""","=""265.58101+""","=""560h""","=""4.1e+07""","=""3.4e-02""","=""2.64e+00""","=""-0.52""",B,"=""1.5307436""","=""6.1991572""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""v 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""265.8901""","=""""","=""265.89009+""","=""290""","=""6.4e+07""","=""6.8e-02""","=""4.2e+00""","=""-0.32""",B,"=""1.4702664""","=""6.1332532""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""266.5886""","=""""","=""266.58863+""","=""110""","=""1.32e+07""","=""1.81e-02""","=""1.11e+00""","=""-0.90""",B,"=""1.4702664""","=""6.1210348""","=""4d4.5s2""","=""a 5D""","=""3""","=""""","=""29*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""268.0650""","=""""","=""268.06505+""","=""1000""","=""1.31e+08""","=""1.73e-01""","=""1.37e+01""","=""0.191""",B+,"=""1.5307436""","=""6.1558970""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""268.4957""","=""""","=""268.49567+""","=""389""","=""4.2e+07""","=""4.5e-02""","=""3.6e+00""","=""-0.39""",B,"=""1.5307436""","=""6.1484791""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""270.1827""","=""""","=""270.18284+""","=""140""","=""6.9e+06""","=""9.6e-03""","=""6.0e-01""","=""-1.17""",B,"=""1.4702664""","=""6.0591662""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""270.6916""","=""""","=""270.69169+""","=""95""","=""2.03e+07""","=""3.7e-02""","=""9.9e-01""","=""-0.95""",B,"=""1.3815291""","=""5.9618026""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""271.1542""","=""""","=""271.15425+""","=""65""","=""1.57e+07""","=""1.73e-02""","=""4.6e-01""","=""-1.29""",B,"=""1.3815291""","=""5.9539893""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""272.522""","=""""","=""272.52206+""","=""110""","=""""","=""""","=""""","=""""",,"=""2.0810155""","=""6.6305260""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""""","=""75*""","=""4""",11,9,,"=""""","=""L3475""",
"=""272.5953""","=""""","=""272.59538+""","=""180""","=""2.8e+07""","=""5.2e-02""","=""1.40e+00""","=""-0.81""",B,"=""1.3815291""","=""5.9298159""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""272.9513""","=""""","=""272.95126+""","=""80""","=""1.26e+07""","=""1.41e-02""","=""3.8e-01""","=""-1.37""",B,"=""1.3815291""","=""5.9238859""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""273.4196""","=""""","=""273.41961+""","=""250""","=""2.95e+07""","=""4.6e-02""","=""2.09e+00""","=""-0.64""",B,"=""1.4201599""","=""5.9547358""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""274.3876""","=""""","=""274.38769+""","=""240""","=""4.3e+06""","=""8.1e-03""","=""2.19e-01""","=""-1.61""",C+,"=""1.3815291""","=""5.9001063""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""19*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""274.4524""","=""""","=""274.45235+""","=""95""","=""2.47e+07""","=""8.4e-02""","=""7.6e-01""","=""-1.08""",B,"=""1.3596041""","=""5.8771168""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""17*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""274.6196""","=""""","=""274.61966+""","=""40""","=""1.29e+07""","=""1.23e-02""","=""1.45e+00""","=""-0.80""",B,"=""2.0809329""","=""6.5956934""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""70*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""275.2280""","=""""","=""275.22801+""","=""320""","=""2.54e+07""","=""3.7e-02""","=""2.35e+00""","=""-0.59""",B,"=""1.4702664""","=""5.9750476""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""275.7071""","=""""","=""275.70709+""","=""61""","=""1.18e+07""","=""8.1e-03""","=""3.7e-01""","=""-1.39""",B,"=""1.3351030""","=""5.8320566""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""""","=""10*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""276.2347""","=""""","=""276.23470+""","=""190""","=""2.06e+07""","=""2.9e-02""","=""2.35e+00""","=""-0.59""",B,"=""1.5307436""","=""6.0191080""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""276.3839""","=""""","=""276.38397+""","=""65""","=""4.4e+07""","=""1.69e-02""","=""4.6e-01""","=""-1.29""",B,"=""1.3815291""","=""5.8674694""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
"=""276.7066""","=""""","=""276.70670+""","=""110""","=""1.17e+07""","=""2.25e-02""","=""6.1e-01""","=""-1.17""",B,"=""1.3815291""","=""5.8622374""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""15*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""277.856""","=""""","=""277.85612+""","=""130""","=""""","=""""","=""""","=""""",,"=""1.4702664""","=""5.9324391""","=""4d4.5s2""","=""a 5D""","=""3""","=""""","=""22*""","=""3""",7,7,,"=""""","=""L3475""",
"=""278.8652""","=""""","=""278.86527+""","=""180""","=""2.86e+07""","=""2.59e-02""","=""2.14e+00""","=""-0.63""",B,"=""1.5307436""","=""5.9767688""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""279.3786""","=""""","=""279.37860+""","=""80""","=""1.53e+07""","=""1.08e-02""","=""5.0e-01""","=""-1.27""",B,"=""1.4201599""","=""5.8580158""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""14*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""279.8756""","=""""","=""279.87560+""","=""115""","=""1.00e+07""","=""1.65e-02""","=""7.6e-01""","=""-1.08""",B,"=""1.4201599""","=""5.8501351""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(2D).5p""","=""w 3D*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""280.2294""","=""""","=""280.22935+""","=""220""","=""1.24e+07""","=""2.05e-02""","=""9.5e-01""","=""-0.99""",B,"=""1.3351030""","=""5.7594861""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(4F).5p""","=""v 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""282.6508""","=""""","=""282.65077+""","=""50""","=""2.5e+07""","=""4.3e-02""","=""1.98e+00""","=""-0.67""",B,"=""2.2759148""","=""6.6623949""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""81*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""282.737""","=""""","=""282.7373+""","=""240""","=""""","=""""","=""""","=""""",,"=""3.0777195""","=""7.462857""","=""4d4.5s2""","=""a 3H""","=""6""","=""""","=""119*""","=""6""",13,13,,"=""""","=""L3475""",
"=""282.7578""","=""""","=""282.75779+""","=""50""","=""4.2e+07""","=""5.1e-02""","=""3.3e+00""","=""-0.45""",B,"=""2.2601268""","=""6.6449468""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""78*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""284.523""","=""""","=""284.5226+""","=""220""","=""""","=""""","=""""","=""""",,"=""3.0333690""","=""7.390991""","=""4d4.5s2""","=""a 3H""","=""5""","=""""","=""117*""","=""5""",11,11,,"=""""","=""L3475""",
"=""285.022""","=""""","=""285.02258+""","=""160""","=""""","=""""","=""""","=""""",,"=""1.4201599""","=""5.7701379""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""5.1*""","=""2""",5,5,,"=""""","=""L3475""",
"=""286.515""","=""""","=""286.5139+""","=""160""","=""""","=""""","=""""","=""""",,"=""2.9875597""","=""7.314897""","=""4d4.5s2""","=""a 3H""","=""4""","=""""","=""113*""","=""5""",9,11,,"=""""","=""L3475""",
"=""286.5496""","=""""","=""286.54970+""","=""140""","=""9.9e+06""","=""1.57e-02""","=""1.04e+00""","=""-0.96""",B,"=""1.4702664""","=""5.7970620""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""287.7384""","=""""","=""287.73844+""","=""50""","=""2.8e+07""","=""3.5e-02""","=""3.0e+00""","=""-0.50""",C+,"=""2.6227474""","=""6.9316677""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""102*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""288.7449""","=""""","=""288.74488+""","=""85""","=""4.7e+07""","=""5.9e-02""","=""6.2e+00""","=""-0.19""",B,"=""2.6462200""","=""6.9401213""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""103*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""290.6117""","=""""","=""290.61169+""","=""160""","=""1.06e+07""","=""1.34e-02""","=""1.15e+00""","=""-0.92""",B,"=""1.5307436""","=""5.7970620""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d5.(4F).5p""","=""v 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""290.6907""","=""""","=""290.69079+""","=""65""","=""8.0e+07""","=""1.02e-01""","=""2.9e+00""","=""-0.51""",B,"=""2.4958407""","=""6.7609982""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""90*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""291.4369""","=""""","=""291.43695+""","=""70""","=""1.38e+07""","=""1.05e-02""","=""5.1e-01""","=""-1.28""",B,"=""1.3351030""","=""5.5893405""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""""","=""3.7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""291.6230""","=""""","=""291.62302+""","=""55""","=""7.3e+07""","=""5.6e-02""","=""2.68e+00""","=""-0.55""",B,"=""2.5145196""","=""6.7660426""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""291.9694""","=""""","=""291.96944+""","=""38""","=""3.8e+07""","=""2.9e-02""","=""1.40e+00""","=""-0.84""",C+,"=""2.5145196""","=""6.7609982""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""90*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""293.1251""","=""""","=""293.12513+""","=""140""","=""1.91e+07""","=""7.4e-02""","=""7.1e-01""","=""-1.13""",B,"=""1.3596041""","=""5.5893405""","=""4d4.5s2""","=""a 5D""","=""0""","=""""","=""3.7*""","=""1""",1,3,,"=""T5293""","=""L10250""",
"=""293.7362""","=""""","=""293.73618+""","=""80""","=""2.33e+07""","=""3.0e-02""","=""3.2e+00""","=""-0.48""",B,"=""2.6462200""","=""6.8671573""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""100*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""293.852""","=""""","=""293.86798+""","=""120i""","=""""","=""""","=""""","=""""",,"=""2.0632311""","=""6.2822752""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""""","=""34*""","=""3""",5,7,,"=""""","=""L3475""",
"=""294.5074""","=""""","=""294.50735+""","=""140""","=""5.7e+05""","=""7.5e-04""","=""5.1e-02""","=""-2.28""",B,"=""0.0000000""","=""4.2098847""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""294.6286""","=""""","=""294.62867+""","=""80""","=""3.7e+07""","=""4.8e-02""","=""3.2e+00""","=""-0.48""",B,"=""2.5972135""","=""6.8053647""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""""","=""95*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""294.6525""","=""""","=""294.65247+""","=""140""","=""4.1e+07""","=""5.3e-02""","=""1.55e+00""","=""-0.80""",B,"=""1.3815291""","=""5.5893405""","=""4d4.5s2""","=""a 5D""","=""1""","=""""","=""3.7*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""294.6867""","=""""","=""294.68676+""","=""190""","=""1.68e+07""","=""2.18e-02""","=""1.06e+00""","=""-0.96""",B,"=""1.4201599""","=""5.6274816""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""4*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""294.728""","=""""","=""294.70523+""","=""140i*""","=""""","=""""","=""""","=""""",,"=""2.0696564""","=""6.2767144""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""""","=""33*""","=""4""",7,9,,"=""""","=""L3475""",
"=""294.728""","=""""","=""294.70314+""","=""140i*""","=""""","=""""","=""""","=""""",,"=""2.2759148""","=""6.4830026""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""54.1*""","=""2""",5,5,,"=""""","=""L3475""",
"=""295.2308""","=""""","=""295.23080+""","=""38""","=""1.43e+07""","=""1.86e-02""","=""1.63e+00""","=""-0.78""",B,"=""2.6227474""","=""6.8223159""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""96*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""296.0341""","=""""","=""296.03410+""","=""80""","=""1.75e+07""","=""2.8e-02""","=""2.46e+00""","=""-0.60""",B,"=""2.4992489""","=""6.6874218""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""84*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""296.376""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""297.3826""","=""""","=""297.38265+""","=""80""","=""2.69e+07""","=""2.14e-02""","=""1.05e+00""","=""-0.97""",B,"=""1.4201599""","=""5.5893405""","=""4d4.5s2""","=""a 5D""","=""2""","=""""","=""3.7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""297.8137""","=""""","=""297.81372+""","=""50""","=""3.3e+07""","=""3.4e-02""","=""3.0e+00""","=""-0.52""",B,"=""2.4992489""","=""6.6623949""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""81*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""297.9149""","=""""","=""297.91497+""","=""180""","=""1.50e+07""","=""1.43e-02""","=""9.8e-01""","=""-1.00""",B,"=""1.4702664""","=""5.6319975""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""298.2386""","=""""","=""298.23859+""","=""120""","=""1.11e+07""","=""1.06e-02""","=""7.3e-01""","=""-1.13""",B,"=""1.4702664""","=""5.6274816""","=""4d4.5s2""","=""a 5D""","=""3""","=""""","=""4*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""298.3915""","=""""","=""298.39157+""","=""50""","=""2.8e+07""","=""1.13e-01""","=""1.11e+00""","=""-0.95""",B,"=""2.4759455""","=""6.6310293""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""""","=""76*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""298.8790""","=""""","=""298.87896+""","=""110""","=""8.4e+07""","=""1.88e-01""","=""5.6e+00""","=""-0.25""",B,"=""2.4958407""","=""6.6441488""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""77*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""298.9101""","=""""","=""298.91013+""","=""80""","=""4.3e+07""","=""8.0e-02""","=""3.9e+00""","=""-0.40""",B,"=""2.5145196""","=""6.6623949""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""81*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""298.9548""","=""""","=""298.95480+""","=""160""","=""1.61e+07""","=""2.78e-02""","=""1.92e+00""","=""-0.71""",B,"=""2.5231413""","=""6.6703970""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""82*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""299.0671""","=""""","=""299.06714+""","=""190""","=""9.3e+07""","=""9.7e-02""","=""8.6e+00""","=""-0.06""",B,"=""2.4992489""","=""6.6449468""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""78*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""300.1110""","=""""","=""300.11107+""","=""50""","=""1.40e+07""","=""1.90e-02""","=""1.69e+00""","=""-0.77""",B,"=""2.4992489""","=""6.6305260""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""""","=""75*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""300.1317""","=""""","=""300.13166+""","=""37""","=""1.25e+07""","=""1.69e-02""","=""8.4e-01""","=""-1.07""",B,"=""2.2759148""","=""6.4069085""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""44*""","=""2""",5,5,,"=""T5293""","=""L10250""",
"=""300.1728""","=""""","=""300.17282+""","=""72""","=""2.58e+07""","=""4.9e-02""","=""2.41e+00""","=""-0.61""",B,"=""2.5145196""","=""6.6449468""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""78*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""300.2307""","=""""","=""300.23082+""","=""46""","=""2.3e+07""","=""3.1e-02""","=""1.54e+00""","=""-0.81""",C+,"=""2.5145196""","=""6.6441488""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""""","=""77*""","=""2""",5,5,,"=""T5293""","=""L10250""",
"=""300.3090""","=""""","=""300.30906+""","=""190""","=""6.5e+05""","=""6.3e-04""","=""4.4e-02""","=""-2.35""",B+,"=""0.0000000""","=""4.1285534""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""300.8590""","=""""","=""300.85895+""","=""38""","=""1.90e+07""","=""1.84e-02""","=""1.27e+00""","=""-0.89""",C+,"=""2.5231413""","=""6.6441488""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""301.4267""","=""""","=""301.42675+""","=""130""","=""6.1e+07""","=""5.9e-02""","=""4.1e+00""","=""-0.38""",B,"=""2.2601268""","=""6.3733715""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""42*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""301.464""","=""""","=""301.47252+""","=""140h""","=""""","=""""","=""""","=""""",,"=""2.0696564""","=""6.1822767""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""w 3G*""","=""4""",7,9,,"=""""","=""L3475""",
"=""301.7658""","=""""","=""301.76583+""","=""80""","=""2.75e+07""","=""3.8e-02""","=""3.4e+00""","=""-0.47""",B,"=""2.6227474""","=""6.7313702""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""""","=""87*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""302.5882""","=""""","=""302.58819+""","=""250""","=""8.5e+07""","=""1.17e-01""","=""5.8e+00""","=""-0.23""",B,"=""2.2759148""","=""6.3733715""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""42*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""303.7195""","=""""","=""303.71941+""","=""100""","=""5.8e+07""","=""1.34e-01""","=""4.0e+00""","=""-0.40""",B,"=""2.2911762""","=""6.3733715""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""""","=""42*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""304.2584""","=""""","=""304.25838+""","=""300""","=""5.9e+07""","=""7.0e-02""","=""9.1e+00""","=""-0.04""",B+,"=""2.0809329""","=""6.1558970""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""304.7688""","=""""","=""304.76887+""","=""150""","=""1.63e+07""","=""1.92e-02""","=""2.50e+00""","=""-0.60""",B,"=""2.0809329""","=""6.1490715""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""30*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""304.8194""","=""""","=""304.81945+""","=""210""","=""5.0e+07""","=""5.7e-02""","=""6.3e+00""","=""-0.20""",B,"=""2.0810155""","=""6.1484791""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""305.6206""","=""""","=""305.62064+""","=""210""","=""4.3e+07""","=""4.7e-02""","=""4.2e+00""","=""-0.38""",B,"=""2.0764526""","=""6.1332532""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""305.8445""","=""""","=""305.84454+""","=""90""","=""2.64e+07""","=""2.64e-02""","=""1.86e+00""","=""-0.73""",B,"=""2.2601268""","=""6.3139575""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""38*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""306.2478""","=""""","=""306.24784+""","=""160""","=""4.4e+07""","=""4.4e-02""","=""3.12e+00""","=""-0.51""",B,"=""2.0696564""","=""6.1181486""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""306.5165""","=""""","=""306.51647+""","=""800""","=""8.5e+07""","=""1.19e-01""","=""1.56e+01""","=""0.190""",B+,"=""2.0809329""","=""6.1258770""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""306.5932""","=""""","=""306.59318+""","=""376""","=""3.08e+07""","=""4.3e-02""","=""5.7e+00""","=""-0.25""",B+,"=""2.0809329""","=""6.1248650""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""6""",13,13,,"=""T5293""","=""L10250""",
"=""306.889""","=""""","=""306.89012+""","=""100""","=""""","=""""","=""""","=""""",,"=""2.0810155""","=""6.1210348""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""""","=""29*""","=""4""",11,9,,"=""""","=""L3475""",
"=""307.0403""","=""""","=""307.04033+""","=""52""","=""1.52e+07""","=""2.16e-02""","=""1.09e+00""","=""-0.97""",B,"=""2.2759148""","=""6.3139575""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""38*""","=""2""",5,5,,"=""T5293""","=""L10250""",
"=""307.0855""","=""""","=""307.08557+""","=""56""","=""2.7e+07""","=""3.9e-02""","=""4.3e+00""","=""-0.37""",C+,"=""3.0333690""","=""7.0708169""","=""4d4.5s2""","=""a 3H""","=""5""","=""""","=""107*""","=""5""",11,11,,"=""T5293""","=""L10250""",
"=""307.1785""","=""""","=""307.17856+""","=""250""","=""1.87e+07""","=""3.23e-02""","=""2.94e+00""","=""-0.537""",B+,"=""2.0764526""","=""6.1126782""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""307.5262""","=""""","=""307.52622+""","=""800""","=""1.42e+08""","=""2.01e-01""","=""2.24e+01""","=""0.345""",B+,"=""2.0810155""","=""6.1126782""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4G).5p""","=""x 5G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
